type,state,county,city,in_state_rate,out_state_rate,provider_company,date_created
COUNTY,AK,ALEUTIANS EAST BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,ALEUTIANS WEST CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,ANCHORAGE MUNICIPALITY,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,BETHEL CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,BRISTOL BAY BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,DENALI BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,DILLINGHAM CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,FAIRBANKS NORTH STAR BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,HAINES BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,HOONAH-ANGOON CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,JUNEAU CITY AND BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,KENAI PENINSULA BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,KETCHIKAN GATEWAY BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,KODIAK ISLAND BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,KUSILVAK CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,LAKE AND PENINSULA BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,MATANUSKA-SUSITNA BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,NOME CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,NORTH SLOPE BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,NORTHWEST ARCTIC BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,PETERSBURG CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,PRINCE OF WALES-HYDER CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,SITKA CITY AND BOROUGH,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,SKAGWAY MUNICIPALITY,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,SOUTHEAST FAIRBANKS CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,VALDEZ-CORDOVA CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
COUNTY,AK,WADE HAMPTON CENSUS AREA,,$2.10,$2.10,securus, 01-16-24
